sub_id,user_id,plan,mrr,start_date,end_date
1331,1331,free,0.0,2023-02-09,2023-03-11
1332,1332,free,0.0,2023-02-11,2023-06-11
1333,1333,free,0.0,2023-07-19,2024-01-15
1334,1334,enterprise,349.0,2023-10-21,
1335,1335,starter,29.0,2023-07-01,2023-07-31
1336,1336,free,0.0,2024-01-12,2024-05-11
1337,1337,free,0.0,2023-05-10,2023-06-09
1338,1338,growth,99.0,2023-12-22,
1339,1339,starter,29.0,2023-01-22,2023-08-20
1340,1340,free,0.0,2023-08-27,2023-10-26
1341,1341,free,0.0,2024-01-16,2024-04-15
1342,1342,free,0.0,2023-05-15,2023-07-14
1343,1343,growth,99.0,2023-04-25,2024-04-19
1344,1344,enterprise,349.0,2023-05-24,2023-12-20
1345,1345,free,0.0,2024-02-25,2024-04-25
1346,1346,starter,29.0,2023-07-28,2024-01-24
1347,1347,growth,99.0,2023-01-31,2023-05-01
1348,1348,free,0.0,2024-03-22,2024-05-21
1349,1349,growth,99.0,2023-11-23,
1350,1350,starter,29.0,2023-08-26,2023-09-25
1351,1351,free,0.0,2023-10-17,2023-12-16
1352,1352,enterprise,349.0,2023-02-11,2024-01-07
1353,1353,free,0.0,2024-03-23,2024-04-22
1354,1354,growth,99.0,2023-10-21,2024-03-19
1355,1355,free,0.0,2023-05-07,2023-08-05
1356,1356,free,0.0,2023-08-17,2023-09-16
1357,1357,free,0.0,2023-12-14,2024-01-13
1358,1358,starter,29.0,2023-06-11,2023-11-08
1359,1359,growth,99.0,2023-08-08,2023-09-07
1360,1360,enterprise,349.0,2023-03-03,2024-05-26
1361,1361,growth,99.0,2023-09-07,2023-12-06
1362,1362,starter,29.0,2023-03-07,2024-03-01
1363,1363,free,0.0,2024-03-19,
1364,1364,free,0.0,2023-12-14,2024-01-13
1365,1365,growth,99.0,2023-03-28,2023-09-24
1366,1366,starter,29.0,2023-07-09,2023-11-06
1367,1367,starter,29.0,2024-01-22,
1368,1368,growth,99.0,2024-03-31,
1369,1369,free,0.0,2023-10-22,2023-12-21
1370,1370,starter,29.0,2024-03-07,
1371,1371,free,0.0,2023-03-13,2023-08-10
1372,1372,starter,29.0,2024-03-08,2024-05-07
1373,1373,free,0.0,2023-12-11,
1374,1374,starter,29.0,2023-08-01,2023-12-29
1375,1375,starter,29.0,2023-04-14,2023-05-14
1376,1376,free,0.0,2023-09-17,2023-10-17
1377,1377,free,0.0,2023-07-06,2023-09-04
1378,1378,free,0.0,2023-03-10,2023-06-08
1379,1379,free,0.0,2023-07-07,2023-08-06
1380,1380,free,0.0,2023-04-02,2023-08-30
1381,1381,free,0.0,2023-01-16,2023-04-16
1382,1382,enterprise,349.0,2023-05-18,2023-07-17
1383,1383,free,0.0,2023-08-26,2023-10-25
1384,1384,free,0.0,2024-01-28,2024-03-28
1385,1385,free,0.0,2023-11-10,2024-03-09
1386,1386,free,0.0,2023-09-14,2024-02-11
1387,1387,free,0.0,2023-08-29,2023-11-27
1388,1388,starter,29.0,2023-01-18,2024-01-13
1389,1389,starter,29.0,2023-01-24,2023-02-23
1390,1390,enterprise,349.0,2023-03-14,
1391,1391,free,0.0,2023-07-10,2024-03-06
1392,1392,starter,29.0,2024-02-16,2024-03-17
1393,1393,free,0.0,2024-02-03,2024-04-03
1394,1394,free,0.0,2023-12-14,2024-01-13
1395,1395,growth,99.0,2023-11-28,2023-12-28
1396,1396,starter,29.0,2024-03-27,
1397,1397,growth,99.0,2023-09-15,2023-10-15
1398,1398,free,0.0,2023-08-20,2023-09-19
1399,1399,free,0.0,2023-07-15,2023-12-12
1400,1400,starter,29.0,2024-02-05,2024-04-05
1401,1401,growth,99.0,2023-07-25,2024-05-20
1402,1402,free,0.0,2024-02-09,2024-03-10
1403,1403,starter,29.0,2024-01-12,2024-04-11
1404,1404,starter,29.0,2023-05-22,2023-06-21
1405,1405,free,0.0,2023-03-31,2023-04-30
1406,1406,enterprise,349.0,2023-03-23,2023-05-22
1407,1407,growth,99.0,2023-12-22,
1408,1408,free,0.0,2023-11-08,2024-01-07
1409,1409,starter,29.0,2024-03-16,2024-05-15
1410,1410,free,0.0,2024-01-31,2024-03-01
1411,1411,free,0.0,2024-03-19,
1412,1412,enterprise,349.0,2023-07-14,
1413,1413,growth,99.0,2023-03-24,2023-08-21
1414,1414,enterprise,349.0,2023-12-28,
1415,1415,enterprise,349.0,2023-09-28,2024-02-25
1416,1416,free,0.0,2023-11-08,2024-05-06
1417,1417,free,0.0,2023-02-15,2023-04-16
1418,1418,free,0.0,2023-12-08,2024-01-07
1419,1419,free,0.0,2023-01-21,2023-02-20
1420,1420,free,0.0,2023-07-22,2023-09-20
1421,1421,free,0.0,2023-07-06,2023-09-04
1422,1422,starter,29.0,2023-04-22,2023-07-21
1423,1423,free,0.0,2023-10-25,2023-11-24
1424,1424,free,0.0,2023-11-10,2023-12-10
1425,1425,free,0.0,2023-08-22,2024-01-19
1426,1426,starter,29.0,2023-06-26,
1427,1427,growth,99.0,2023-06-20,2023-11-17
1428,1428,free,0.0,2023-06-04,2023-11-01
1429,1429,free,0.0,2024-03-13,2024-04-12
1430,1430,growth,99.0,2024-02-04,2024-06-03
1431,1431,starter,29.0,2024-03-03,
1432,1432,growth,99.0,2023-03-13,2023-04-12
1433,1433,free,0.0,2024-03-05,2024-04-04
1434,1434,free,0.0,2023-07-21,2023-10-19
1435,1435,free,0.0,2023-06-01,2023-07-31
1436,1436,free,0.0,2023-05-19,2023-07-18
1437,1437,free,0.0,2023-11-04,2023-12-04
1438,1438,free,0.0,2023-12-16,2024-03-15
1439,1439,free,0.0,2023-03-23,2023-04-22
1440,1440,free,0.0,2023-11-05,2023-12-05
1441,1441,growth,99.0,2023-10-23,2024-06-19
1442,1442,starter,29.0,2023-10-05,2023-12-04
1443,1443,free,0.0,2024-03-12,2024-05-11
1444,1444,starter,29.0,2023-07-14,2024-03-10
1445,1445,growth,99.0,2023-11-09,2024-01-08
1446,1446,growth,99.0,2023-07-10,2023-10-08
1447,1447,starter,29.0,2023-11-26,2024-02-24
1448,1448,free,0.0,2023-04-26,2023-05-26
1449,1449,growth,99.0,2023-08-11,2024-05-07
1450,1450,free,0.0,2023-10-09,2024-01-07
1451,1451,free,0.0,2023-02-05,2023-05-06
1452,1452,free,0.0,2023-06-28,2023-08-27
1453,1453,free,0.0,2023-10-04,2024-01-02
1454,1454,free,0.0,2023-12-19,2024-02-17
1455,1455,enterprise,349.0,2024-02-11,2024-05-11
1456,1456,free,0.0,2023-05-16,2023-06-15
1457,1457,free,0.0,2023-06-01,2023-08-30
1458,1458,growth,99.0,2023-11-10,2024-02-08
1459,1459,free,0.0,2024-02-15,2024-03-16
1460,1460,free,0.0,2023-03-09,2023-06-07
1461,1461,enterprise,349.0,2023-12-10,
1462,1462,free,0.0,2023-04-30,2023-06-29
1463,1463,free,0.0,2023-10-13,2024-01-11
1464,1464,growth,99.0,2023-10-01,2023-11-30
1465,1465,free,0.0,2023-06-25,2023-10-23
1466,1466,free,0.0,2023-10-28,2023-12-27
1467,1467,free,0.0,2023-06-27,2023-09-25
1468,1468,growth,99.0,2023-05-13,2023-06-12
1469,1469,free,0.0,2023-07-20,2023-09-18
1470,1470,growth,99.0,2024-02-04,2024-05-04
1471,1471,enterprise,349.0,2024-01-13,2024-02-12
1472,1472,starter,29.0,2023-08-31,2024-03-28
1473,1473,free,0.0,2023-06-03,2023-07-03
1474,1474,free,0.0,2023-10-21,2023-11-20
1475,1475,free,0.0,2023-11-30,2024-01-29
1476,1476,free,0.0,2023-11-25,2023-12-25
1477,1477,growth,99.0,2023-02-05,2023-05-06
1478,1478,growth,99.0,2024-03-27,2024-05-26
1479,1479,free,0.0,2023-08-08,2023-09-07
1480,1480,free,0.0,2023-08-09,2024-05-05
1481,1481,free,0.0,2023-02-10,2023-05-11
1482,1482,free,0.0,2023-01-31,2023-03-02
1483,1483,free,0.0,2023-12-04,2024-02-02
1484,1484,growth,99.0,2023-08-06,
1485,1485,growth,99.0,2024-03-13,2024-05-12
1486,1486,free,0.0,2023-12-17,2024-03-16
1487,1487,growth,99.0,2023-07-23,2024-03-19
1488,1488,growth,99.0,2023-11-15,
1489,1489,starter,29.0,2023-09-08,2024-01-06
1490,1490,growth,99.0,2023-07-24,2024-01-20
1491,1491,free,0.0,2023-12-24,2024-01-23
1492,1492,free,0.0,2024-01-05,2024-02-04
1493,1493,free,0.0,2023-03-26,2023-04-25
1494,1494,free,0.0,2023-12-26,2024-02-24
1495,1495,free,0.0,2023-09-01,2023-12-30
1496,1496,free,0.0,2023-09-04,2023-11-03
1497,1497,free,0.0,2024-02-06,2024-06-05
1498,1498,free,0.0,2023-07-25,2023-10-23
1499,1499,starter,29.0,2023-06-27,2023-08-26
1500,1500,free,0.0,2023-01-04,2023-04-04
1501,1501,starter,29.0,2023-02-06,2023-03-08
1502,1502,free,0.0,2023-07-06,2023-08-05
1503,1503,free,0.0,2023-06-22,2024-02-17
1504,1504,free,0.0,2023-12-05,2024-02-03
1505,1505,enterprise,349.0,2023-06-11,2024-05-06
1506,1506,growth,99.0,2023-03-22,2023-09-18
1507,1507,free,0.0,2023-09-29,2023-10-29
1508,1508,growth,99.0,2024-03-15,2024-06-13
1509,1509,free,0.0,2024-02-12,
1510,1510,free,0.0,2023-08-29,2023-09-28
1511,1511,free,0.0,2023-05-27,2023-06-26
1512,1512,free,0.0,2024-02-14,2024-03-15
1513,1513,free,0.0,2023-04-26,2023-05-26
1514,1514,growth,99.0,2024-03-16,
1515,1515,free,0.0,2024-01-31,2024-03-01
1516,1516,free,0.0,2023-01-28,2023-02-27
1517,1517,enterprise,349.0,2024-01-16,
1518,1518,starter,29.0,2023-07-16,2024-01-12
1519,1519,growth,99.0,2023-03-15,2023-05-14
1520,1520,starter,29.0,2023-11-18,2024-02-16
1521,1521,starter,29.0,2023-12-24,2024-01-23
1522,1522,free,0.0,2024-02-09,2024-04-09
1523,1523,free,0.0,2023-10-22,2023-11-21
1524,1524,free,0.0,2023-05-31,2023-07-30
1525,1525,enterprise,349.0,2024-02-15,
1526,1526,free,0.0,2023-07-18,2023-09-16
1527,1527,free,0.0,2023-02-17,2023-03-19
1528,1528,starter,29.0,2023-01-19,2023-04-19
1529,1529,growth,99.0,2024-02-16,
1530,1530,growth,99.0,2023-05-30,
1531,1531,free,0.0,2023-01-28,2023-06-27
1532,1532,enterprise,349.0,2023-10-21,2023-11-20
1533,1533,free,0.0,2023-06-23,2024-02-18
1534,1534,free,0.0,2023-04-12,2023-06-11
1535,1535,free,0.0,2023-04-09,2023-06-08
1536,1536,starter,29.0,2024-02-25,2024-04-25
1537,1537,starter,29.0,2023-11-02,2024-05-30
1538,1538,free,0.0,2023-01-06,2023-02-05
1539,1539,free,0.0,2023-09-17,2024-01-15
1540,1540,growth,99.0,2023-12-28,
1541,1541,starter,29.0,2023-12-30,2024-02-28
1542,1542,free,0.0,2023-02-08,2023-04-09
1543,1543,growth,99.0,2023-06-26,2023-08-25
1544,1544,growth,99.0,2023-05-14,
1545,1545,starter,29.0,2023-02-16,2023-04-17
1546,1546,free,0.0,2023-01-08,2023-03-09
1547,1547,starter,29.0,2024-02-11,
1548,1548,free,0.0,2023-08-26,2023-12-24
1549,1549,free,0.0,2023-12-13,2024-01-12
1550,1550,growth,99.0,2023-10-16,2023-12-15
1551,1551,free,0.0,2023-02-01,2023-05-02
1552,1552,enterprise,349.0,2023-10-27,2023-11-26
1553,1553,growth,99.0,2023-04-05,
1554,1554,free,0.0,2023-01-10,2023-03-11
1555,1555,free,0.0,2024-02-13,
1556,1556,free,0.0,2023-03-16,2023-04-15
1557,1557,free,0.0,2023-09-08,2023-10-08
1558,1558,growth,99.0,2023-03-02,2023-04-01
1559,1559,free,0.0,2024-01-27,2024-04-26
1560,1560,growth,99.0,2023-10-15,2024-03-13
1561,1561,growth,99.0,2023-06-15,
1562,1562,enterprise,349.0,2023-05-21,2024-04-15
1563,1563,free,0.0,2023-01-10,2023-04-10
1564,1564,starter,29.0,2023-10-27,
1565,1565,growth,99.0,2023-06-08,2023-10-06
1566,1566,free,0.0,2023-01-22,2023-03-23
1567,1567,growth,99.0,2024-03-14,2024-04-13
1568,1568,free,0.0,2024-02-19,2024-06-18
1569,1569,starter,29.0,2023-09-16,2024-01-14
1570,1570,growth,99.0,2024-03-24,
1571,1571,free,0.0,2023-01-28,2023-02-27
1572,1572,free,0.0,2023-11-22,2024-01-21
1573,1573,enterprise,349.0,2024-02-13,2024-05-13
1574,1574,free,0.0,2023-08-10,2023-10-09
1575,1575,starter,29.0,2023-02-23,2023-03-25
1576,1576,starter,29.0,2023-11-14,2024-02-12
1577,1577,free,0.0,2023-07-17,2023-08-16
1578,1578,free,0.0,2024-01-22,2024-05-21
1579,1579,starter,29.0,2023-03-10,2023-05-09
1580,1580,growth,99.0,2024-01-07,
1581,1581,enterprise,349.0,2023-11-19,
1582,1582,growth,99.0,2024-01-01,
1583,1583,free,0.0,2023-07-13,2023-08-12
1584,1584,free,0.0,2024-03-23,2024-04-22
1585,1585,free,0.0,2024-02-22,2024-03-23
1586,1586,starter,29.0,2023-07-03,2024-03-29
1587,1587,free,0.0,2024-03-19,2024-05-18
1588,1588,starter,29.0,2023-02-25,2023-04-26
1589,1589,free,0.0,2023-04-16,2023-06-15
1590,1590,starter,29.0,2023-10-16,2024-04-13
1591,1591,starter,29.0,2023-01-15,2023-04-15
1592,1592,starter,29.0,2023-07-02,2023-12-29
1593,1593,enterprise,349.0,2023-07-19,
1594,1594,growth,99.0,2023-04-27,2023-11-23
1595,1595,growth,99.0,2024-01-11,2024-05-10
1596,1596,free,0.0,2023-07-01,2023-09-29
1597,1597,starter,29.0,2023-05-19,2023-06-18
1598,1598,free,0.0,2023-10-17,2023-11-16
1599,1599,free,0.0,2023-05-05,2023-06-04
1600,1600,growth,99.0,2024-01-02,2024-04-01
1601,1601,free,0.0,2023-12-18,2024-01-17
1602,1602,free,0.0,2023-04-08,2023-07-07
1603,1603,growth,99.0,2023-03-04,2024-01-28
1604,1604,free,0.0,2023-02-17,2023-04-18
1605,1605,free,0.0,2023-09-06,2023-10-06
1606,1606,enterprise,349.0,2023-02-26,2023-04-27
1607,1607,starter,29.0,2023-07-30,2023-08-29
1608,1608,free,0.0,2023-07-22,2023-08-21
1609,1609,enterprise,349.0,2023-02-17,
1610,1610,free,0.0,2023-02-02,2023-03-04
1611,1611,growth,99.0,2023-02-23,2023-04-24
1612,1612,starter,29.0,2024-01-22,2024-04-21
1613,1613,free,0.0,2023-11-03,2023-12-03
1614,1614,starter,29.0,2024-01-01,
1615,1615,free,0.0,2023-07-15,2023-10-13
1616,1616,enterprise,349.0,2024-02-02,
1617,1617,free,0.0,2023-01-29,2023-04-29
1618,1618,starter,29.0,2023-10-15,2023-11-14
1619,1619,enterprise,349.0,2023-05-15,
1620,1620,free,0.0,2024-03-25,2024-06-23
1621,1621,free,0.0,2023-07-24,2023-11-21
1622,1622,starter,29.0,2023-08-20,2023-09-19
1623,1623,free,0.0,2023-06-24,2023-07-24
1624,1624,growth,99.0,2023-02-19,
1625,1625,growth,99.0,2023-01-16,2023-06-15
1626,1626,free,0.0,2023-03-26,2023-05-25
1627,1627,free,0.0,2023-02-03,2023-03-05
1628,1628,free,0.0,2023-07-25,2023-08-24
1629,1629,starter,29.0,2024-03-30,
1630,1630,free,0.0,2023-09-24,2023-10-24
1631,1631,starter,29.0,2024-02-23,2024-03-24
1632,1632,free,0.0,2023-03-19,2023-05-18
1633,1633,free,0.0,2023-08-14,2023-10-13
1634,1634,enterprise,349.0,2023-02-06,
1635,1635,enterprise,349.0,2024-03-29,
1636,1636,free,0.0,2023-05-18,2023-06-17
1637,1637,free,0.0,2023-10-07,2024-03-05
1638,1638,enterprise,349.0,2023-10-12,
1639,1639,starter,29.0,2023-08-25,2023-12-23
1640,1640,enterprise,349.0,2024-03-30,
1641,1641,free,0.0,2023-01-30,2023-04-30
1642,1642,free,0.0,2023-06-12,2023-09-10
1643,1643,free,0.0,2024-01-30,2024-02-29
1644,1644,growth,99.0,2023-06-22,2024-02-17
1645,1645,growth,99.0,2023-07-22,2023-10-20
1646,1646,free,0.0,2023-08-07,2023-09-06
1647,1647,free,0.0,2024-01-09,2024-02-08
1648,1648,growth,99.0,2023-06-13,2024-06-07
1649,1649,enterprise,349.0,2024-02-17,
1650,1650,free,0.0,2023-06-03,2023-07-03
1651,1651,growth,99.0,2023-08-31,2023-11-29
1652,1652,free,0.0,2023-03-22,2023-05-21
1653,1653,free,0.0,2023-04-20,2023-05-20
1654,1654,starter,29.0,2023-01-22,2023-08-20
1655,1655,free,0.0,2023-08-05,2023-09-04
1656,1656,free,0.0,2023-01-19,2023-08-17
1657,1657,free,0.0,2023-01-13,2023-08-11
1658,1658,growth,99.0,2023-01-29,2024-04-23
1659,1659,starter,29.0,2024-01-20,2024-02-19
1660,1660,free,0.0,2023-04-29,2023-06-28
1661,1661,starter,29.0,2023-07-10,2023-08-09
1662,1662,free,0.0,2023-04-28,2023-06-27
1663,1663,free,0.0,2024-01-25,2024-06-23
1664,1664,free,0.0,2024-02-18,2024-05-18
1665,1665,free,0.0,2023-03-16,2023-04-15
1666,1666,growth,99.0,2023-05-05,
1667,1667,starter,29.0,2024-01-18,2024-05-17
1668,1668,free,0.0,2023-11-05,2023-12-05
1669,1669,growth,99.0,2023-05-03,2024-03-28
1670,1670,free,0.0,2023-01-04,2023-04-04
1671,1671,free,0.0,2024-01-25,2024-03-25
1672,1672,free,0.0,2024-03-02,2024-04-01
1673,1673,free,0.0,2023-11-17,2023-12-17
1674,1674,starter,29.0,2023-03-22,2023-08-19
1675,1675,growth,99.0,2023-08-03,2023-12-01
1676,1676,growth,99.0,2023-06-23,
1677,1677,free,0.0,2023-03-21,2023-05-20
1678,1678,free,0.0,2023-11-08,2023-12-08
1679,1679,free,0.0,2023-07-19,2023-09-17
1680,1680,free,0.0,2024-03-27,2024-05-26
1681,1681,enterprise,349.0,2023-08-02,
1682,1682,enterprise,349.0,2024-01-09,2024-02-08
1683,1683,free,0.0,2023-05-19,2023-06-18
1684,1684,free,0.0,2024-01-20,2024-06-18
1685,1685,free,0.0,2023-08-21,2023-09-20
1686,1686,free,0.0,2023-10-18,2023-12-17
1687,1687,growth,99.0,2023-08-28,2024-05-24
1688,1688,enterprise,349.0,2023-11-16,2024-02-14
1689,1689,enterprise,349.0,2023-10-03,
1690,1690,free,0.0,2023-02-14,2023-03-16
1691,1691,free,0.0,2024-01-17,2024-05-16
1692,1692,free,0.0,2023-09-07,2023-12-06
1693,1693,free,0.0,2023-01-08,2023-02-07
1694,1694,free,0.0,2023-01-14,2023-02-13
1695,1695,free,0.0,2023-12-20,2024-03-19
1696,1696,free,0.0,2023-01-10,2023-03-11
1697,1697,free,0.0,2023-06-28,2023-10-26
1698,1698,free,0.0,2024-01-09,2024-03-09
1699,1699,starter,29.0,2024-02-17,
1700,1700,starter,29.0,2024-01-08,2024-04-07
1701,1701,enterprise,349.0,2023-05-21,2023-10-18
1702,1702,starter,29.0,2023-09-25,2023-10-25
1703,1703,free,0.0,2023-08-08,2023-09-07
1704,1704,growth,99.0,2023-03-13,2023-11-08
1705,1705,starter,29.0,2023-04-02,2023-08-30
1706,1706,starter,29.0,2023-12-20,2024-03-19
1707,1707,free,0.0,2023-02-09,2023-06-09
1708,1708,starter,29.0,2023-01-30,2023-03-31
1709,1709,free,0.0,2024-02-13,2024-03-14
1710,1710,free,0.0,2023-05-26,2023-06-25
1711,1711,free,0.0,2023-11-13,2023-12-13
1712,1712,starter,29.0,2023-12-07,2024-01-06
1713,1713,free,0.0,2023-11-20,2023-12-20
1714,1714,free,0.0,2024-02-23,2024-04-23
1715,1715,free,0.0,2023-11-30,2023-12-30
1716,1716,free,0.0,2023-03-14,2023-06-12
1717,1717,growth,99.0,2024-04-01,
1718,1718,starter,29.0,2024-03-22,2024-04-21
1719,1719,free,0.0,2023-03-09,2023-05-08
1720,1720,enterprise,349.0,2024-03-17,
1721,1721,starter,29.0,2023-10-23,2024-04-20
1722,1722,free,0.0,2023-10-08,2024-04-05
1723,1723,free,0.0,2023-07-17,2023-10-15
1724,1724,free,0.0,2023-04-05,2023-10-02
1725,1725,free,0.0,2023-09-23,2023-10-23
1726,1726,free,0.0,2023-09-03,2024-01-01
1727,1727,free,0.0,2023-07-26,2023-11-23
1728,1728,free,0.0,2023-09-08,2023-10-08
1729,1729,starter,29.0,2024-01-25,2024-06-23
1730,1730,free,0.0,2024-03-18,2024-04-17
1731,1731,free,0.0,2023-12-17,2024-03-16
1732,1732,free,0.0,2023-08-18,2023-10-17
1733,1733,growth,99.0,2024-03-11,2024-06-09
1734,1734,starter,29.0,2023-01-11,2023-02-10
1735,1735,growth,99.0,2024-03-25,
1736,1736,free,0.0,2023-02-12,2023-03-14
1737,1737,free,0.0,2023-06-22,2023-08-21
1738,1738,starter,29.0,2023-06-20,2023-10-18
1739,1739,growth,99.0,2024-03-05,
1740,1740,free,0.0,2024-02-03,2024-04-03
1741,1741,free,0.0,2023-12-27,2024-05-25
1742,1742,free,0.0,2023-12-04,2024-01-03
1743,1743,free,0.0,2023-11-07,2023-12-07
1744,1744,enterprise,349.0,2023-04-28,2023-10-25
1745,1745,free,0.0,2023-09-10,2023-12-09
1746,1746,free,0.0,2023-08-29,2023-11-27
1747,1747,free,0.0,2023-05-10,2023-06-09
1748,1748,free,0.0,2024-01-16,2024-04-15
1749,1749,free,0.0,2023-01-29,2023-04-29
1750,1750,starter,29.0,2023-01-14,2023-06-13
1751,1751,free,0.0,2023-11-11,2024-02-09
1752,1752,free,0.0,2023-11-09,2023-12-09
1753,1753,growth,99.0,2023-05-03,2023-11-29
1754,1754,free,0.0,2023-01-05,2023-03-06
1755,1755,starter,29.0,2024-01-29,2024-03-29
1756,1756,free,0.0,2024-02-26,2024-03-27
1757,1757,free,0.0,2023-08-29,2023-10-28
1758,1758,starter,29.0,2024-03-22,
1759,1759,starter,29.0,2023-06-18,2024-05-13
1760,1760,free,0.0,2023-09-14,2024-03-12
1761,1761,starter,29.0,2023-02-20,2023-03-22
1762,1762,free,0.0,2023-09-15,2024-01-13
1763,1763,starter,29.0,2023-12-09,2024-05-07
1764,1764,starter,29.0,2023-10-28,2024-01-26
1765,1765,growth,99.0,2024-02-26,2024-04-26
1766,1766,free,0.0,2024-02-22,2024-04-22
1767,1767,starter,29.0,2023-07-17,2023-11-14
1768,1768,growth,99.0,2024-01-13,2024-04-12
1769,1769,free,0.0,2023-12-31,2024-03-30
1770,1770,free,0.0,2023-02-19,2023-03-21
1771,1771,free,0.0,2023-04-12,2023-06-11
1772,1772,enterprise,349.0,2023-03-30,2024-05-23
1773,1773,growth,99.0,2023-12-23,
1774,1774,free,0.0,2023-04-01,2023-06-30
1775,1775,free,0.0,2023-03-01,2023-03-31
1776,1776,free,0.0,2023-07-13,2023-08-12
1777,1777,free,0.0,2023-06-04,2024-01-30
1778,1778,free,0.0,2023-04-11,2023-06-10
1779,1779,free,0.0,2024-03-26,
1780,1780,free,0.0,2023-03-28,2023-06-26
1781,1781,free,0.0,2023-08-27,2024-01-24
1782,1782,free,0.0,2023-01-13,2023-04-13
1783,1783,starter,29.0,2023-09-01,2023-11-30
1784,1784,free,0.0,2023-11-12,2023-12-12
1785,1785,free,0.0,2023-05-03,2023-06-02
1786,1786,free,0.0,2024-01-10,2024-03-10
1787,1787,free,0.0,2023-08-12,2023-09-11
1788,1788,starter,29.0,2023-01-29,2023-02-28
1789,1789,free,0.0,2023-12-01,2024-01-30
1790,1790,growth,99.0,2023-12-31,2024-03-30
1791,1791,free,0.0,2023-10-31,2023-12-30
1792,1792,free,0.0,2024-03-10,2024-04-09
1793,1793,free,0.0,2023-09-19,2023-10-19
1794,1794,free,0.0,2023-07-22,2023-09-20
1795,1795,growth,99.0,2023-08-11,2023-12-09
1796,1796,free,0.0,2023-08-08,2023-10-07
1797,1797,starter,29.0,2023-09-10,2024-01-08
1798,1798,starter,29.0,2023-06-11,2023-08-10
1799,1799,starter,29.0,2024-02-25,2024-06-24
1800,1800,free,0.0,2023-07-08,2023-08-07
1801,1801,free,0.0,2024-01-21,2024-03-21
1802,1802,enterprise,349.0,2024-03-24,2024-04-23
1803,1803,free,0.0,2023-07-16,2023-08-15
1804,1804,free,0.0,2023-08-15,
1805,1805,free,0.0,2023-06-09,2023-07-09
1806,1806,growth,99.0,2023-02-13,2023-07-13
1807,1807,enterprise,349.0,2024-03-07,
1808,1808,free,0.0,2023-10-12,2024-01-10
1809,1809,free,0.0,2024-02-29,2024-05-29
1810,1810,free,0.0,2023-05-21,2023-06-20
1811,1811,free,0.0,2023-07-02,2023-08-01
1812,1812,enterprise,349.0,2023-04-03,
1813,1813,free,0.0,2023-01-07,2023-11-03
1814,1814,starter,29.0,2023-09-17,2023-10-17
1815,1815,starter,29.0,2023-04-06,2024-05-30
1816,1816,free,0.0,2023-04-05,2023-06-04
1817,1817,starter,29.0,2023-06-11,2023-08-10
1818,1818,starter,29.0,2023-06-24,2024-02-19
1819,1819,starter,29.0,2023-07-28,2023-10-26
1820,1820,growth,99.0,2023-11-16,2023-12-16
1821,1821,free,0.0,2023-05-04,2023-12-30
1822,1822,free,0.0,2023-06-05,2023-08-04
1823,1823,enterprise,349.0,2023-04-16,2024-06-09
1824,1824,free,0.0,2023-03-03,2023-05-02
1825,1825,free,0.0,2023-07-09,2023-09-07
1826,1826,starter,29.0,2023-01-21,2023-06-20
1827,1827,starter,29.0,2023-08-30,2023-12-28
1828,1828,free,0.0,2024-02-01,2024-05-01
1829,1829,free,0.0,2023-12-11,2024-02-09
1830,1830,free,0.0,2023-12-14,2024-04-12
1831,1831,free,0.0,2024-02-14,2024-03-15
1832,1832,free,0.0,2024-03-19,2024-04-18
1833,1833,free,0.0,2024-03-09,2024-05-08
1834,1834,starter,29.0,2023-11-07,2024-03-06
1835,1835,starter,29.0,2023-04-28,2023-06-27
1836,1836,free,0.0,2023-11-01,2024-01-30
1837,1837,free,0.0,2023-06-30,2023-10-28
1838,1838,free,0.0,2023-02-15,2023-03-17
1839,1839,free,0.0,2023-12-30,2024-03-29
1840,1840,growth,99.0,2023-07-26,2023-10-24
1841,1841,enterprise,349.0,2023-07-30,2024-06-24
1842,1842,free,0.0,2023-07-17,2023-08-16
1843,1843,enterprise,349.0,2024-01-27,
1844,1844,free,0.0,2023-05-01,2023-08-29
1845,1845,enterprise,349.0,2023-01-20,
1846,1846,growth,99.0,2023-09-12,2023-11-11
1847,1847,free,0.0,2024-02-21,2024-03-22
1848,1848,free,0.0,2023-04-15,2023-05-15
1849,1849,free,0.0,2023-12-22,2024-01-21
1850,1850,free,0.0,2024-03-28,2024-06-26
1851,1851,free,0.0,2024-01-15,2024-02-14
1852,1852,free,0.0,2023-06-09,2023-08-08
1853,1853,free,0.0,2023-01-22,2023-04-22
1854,1854,enterprise,349.0,2023-11-07,2024-03-06
1855,1855,growth,99.0,2023-04-13,2024-05-07
1856,1856,growth,99.0,2023-10-06,2024-01-04
1857,1857,free,0.0,2024-02-21,2024-06-20
1858,1858,free,0.0,2024-02-08,2024-05-08
1859,1859,starter,29.0,2023-08-10,2024-04-06
1860,1860,starter,29.0,2023-01-13,2023-02-12
1861,1861,free,0.0,2024-03-06,2024-04-05
1862,1862,free,0.0,2023-04-06,2023-05-06
1863,1863,enterprise,349.0,2023-06-13,2023-09-11
1864,1864,free,0.0,2023-03-17,2023-07-15
1865,1865,free,0.0,2023-04-06,2023-05-06
1866,1866,free,0.0,2023-06-06,2024-01-02
1867,1867,growth,99.0,2023-05-06,2023-07-05
1868,1868,free,0.0,2023-01-19,2023-02-18
1869,1869,starter,29.0,2023-07-31,2023-08-30
