user_id,signup_date,acquisition_channel,country,plan,churned,churn_date
1177,2023-03-31,organic_search,US,starter,1,2023-09-27
1178,2023-02-24,social,UK,free,1,2023-03-26
1179,2023-04-02,organic_search,AU,free,1,2023-07-31
1180,2023-02-22,direct,US,free,1,2023-03-24
1181,2023-03-05,referral,CA,growth,1,2023-04-04
1182,2023-09-07,email_campaign,US,starter,1,2024-01-05
1183,2023-03-26,organic_search,CA,free,1,2023-05-25
1184,2023-06-16,referral,US,starter,1,2023-11-13
1185,2023-05-31,organic_search,AU,growth,1,2024-06-24
1186,2024-03-26,direct,US,free,0,
1187,2023-03-24,organic_search,US,enterprise,1,2023-07-22
1188,2023-10-20,paid_search,US,growth,1,2024-06-16
1189,2023-07-04,referral,US,free,1,2023-08-03
1190,2023-06-13,organic_search,US,starter,1,2023-10-11
1191,2023-10-31,social,IN,free,1,2024-01-29
1192,2023-07-24,paid_search,US,free,1,2023-11-21
1193,2023-07-13,organic_search,US,starter,1,2023-08-12
1194,2023-06-04,organic_search,DE,growth,0,
1195,2023-01-11,paid_search,DE,starter,1,2023-09-08
1196,2023-10-13,paid_search,US,enterprise,0,
1197,2024-02-21,social,US,enterprise,0,
1198,2023-01-30,organic_search,CA,free,1,2023-04-30
1199,2023-08-16,paid_search,BR,growth,1,2023-09-15
1200,2023-04-07,referral,US,starter,1,2023-12-03
1201,2023-11-02,paid_search,UK,growth,1,2024-01-01
1202,2024-03-31,social,UK,starter,1,2024-04-30
1203,2023-10-12,direct,BR,free,1,2023-11-11
1204,2024-03-01,organic_search,CA,starter,1,2024-04-30
1205,2023-11-18,paid_search,UK,growth,0,
1206,2024-02-21,organic_search,UK,free,1,2024-03-22
1207,2023-07-11,paid_search,US,growth,1,2024-01-07
1208,2023-11-16,social,US,enterprise,1,2024-03-15
1209,2024-01-24,social,US,free,1,2024-02-23
1210,2023-05-03,direct,US,free,1,2023-06-02
1211,2023-09-19,organic_search,US,growth,1,2024-03-17
1212,2023-08-23,direct,DE,free,1,2023-09-22
1213,2023-07-13,referral,DE,enterprise,1,2024-03-09
1214,2023-11-08,referral,CA,free,1,2024-03-07
1215,2023-04-03,organic_search,IN,free,1,2023-07-02
1216,2023-08-24,paid_search,DE,free,1,2023-09-23
1217,2023-02-21,social,UK,free,1,2023-04-22
1218,2023-11-25,organic_search,US,free,1,2023-12-25
1219,2023-08-16,organic_search,US,free,1,2023-09-15
1220,2024-03-10,organic_search,US,starter,1,2024-05-09
1221,2023-03-11,organic_search,IN,free,1,2023-04-10
1222,2023-10-19,email_campaign,IN,starter,1,2024-04-16
1223,2023-04-24,organic_search,US,growth,1,2024-03-19
1224,2023-08-14,organic_search,US,growth,1,2023-11-12
1225,2023-03-27,paid_search,DE,free,1,2023-05-26
1226,2023-07-04,referral,CA,enterprise,1,2024-02-29
1227,2023-11-21,referral,US,starter,0,
1228,2024-03-17,referral,CA,growth,1,2024-04-16
1229,2024-03-14,organic_search,US,free,1,2024-04-13
1230,2024-02-10,paid_search,DE,free,1,2024-04-10
1231,2023-11-20,organic_search,US,growth,1,2024-01-19
1232,2023-05-08,email_campaign,CA,starter,1,2023-08-06
1233,2023-01-01,referral,CA,free,1,2023-04-01
1234,2024-02-20,paid_search,US,free,0,
1235,2023-10-30,email_campaign,UK,free,1,2024-02-27
1236,2023-12-06,email_campaign,US,free,1,2024-01-05
1237,2023-05-06,email_campaign,US,free,1,2023-11-02
1238,2023-02-01,organic_search,IN,free,1,2023-08-30
1239,2023-08-28,paid_search,BR,free,1,2023-09-27
1240,2023-09-24,direct,CA,free,1,2023-10-24
1241,2023-04-07,direct,US,free,1,2023-05-07
1242,2023-04-22,paid_search,CA,growth,1,2023-05-22
1243,2023-02-25,referral,IN,free,1,2023-04-26
1244,2023-07-08,direct,FR,starter,1,2023-08-07
1245,2023-06-21,paid_search,US,free,1,2023-10-19
1246,2024-03-11,email_campaign,US,starter,0,
1247,2023-05-04,email_campaign,AU,free,1,2023-06-03
1248,2023-12-21,organic_search,IN,free,1,2024-01-20
1249,2024-04-01,organic_search,UK,free,0,
1250,2024-01-05,social,UK,free,1,2024-02-04
1251,2024-01-19,email_campaign,US,free,1,2024-02-18
1252,2023-06-12,paid_search,US,free,1,2023-07-12
1253,2023-02-01,direct,AU,free,1,2023-03-03
1254,2023-11-28,direct,IN,growth,0,
1255,2023-11-09,referral,IN,free,1,2024-02-07
1256,2024-03-07,paid_search,US,free,1,2024-05-06
1257,2024-01-29,social,IN,starter,1,2024-05-28
1258,2023-08-22,organic_search,US,free,1,2024-01-19
1259,2023-02-24,social,IN,enterprise,1,2023-05-25
1260,2023-09-07,paid_search,US,free,1,2023-10-07
1261,2023-12-27,organic_search,US,starter,1,2024-01-26
1262,2024-01-02,direct,DE,free,1,2024-04-01
1263,2023-10-29,social,BR,growth,1,2024-04-26
1264,2023-07-11,direct,BR,free,1,2023-09-09
1265,2023-03-26,social,UK,free,1,2023-04-25
1266,2023-03-19,organic_search,DE,growth,0,
1267,2023-05-22,paid_search,US,free,1,2023-06-21
1268,2023-08-01,referral,AU,growth,1,2024-06-26
1269,2023-03-25,paid_search,US,free,1,2023-04-24
1270,2023-03-16,social,US,free,1,2023-05-15
1271,2023-12-02,referral,UK,growth,0,
1272,2023-03-22,email_campaign,US,free,1,2023-04-21
1273,2024-02-04,referral,DE,growth,0,
1274,2023-11-06,referral,CA,free,1,2024-02-04
1275,2024-03-07,paid_search,IN,enterprise,0,
1276,2023-06-28,social,DE,free,1,2023-09-26
1277,2023-01-22,social,UK,free,1,2023-06-21
1278,2023-01-25,paid_search,IN,starter,1,2024-01-20
1279,2024-03-22,organic_search,US,free,1,2024-04-21
1280,2024-03-16,paid_search,IN,growth,0,
1281,2023-01-04,referral,BR,free,1,2023-02-03
1282,2023-08-15,organic_search,US,free,1,2023-10-14
1283,2024-04-01,organic_search,US,free,1,2024-06-30
1284,2024-03-30,referral,UK,free,1,2024-06-28
1285,2023-09-12,email_campaign,CA,free,1,2023-10-12
1286,2023-08-08,organic_search,CA,enterprise,0,
1287,2023-12-10,paid_search,IN,starter,0,
1288,2023-04-07,referral,IN,free,1,2023-06-06
1289,2023-10-04,paid_search,US,free,1,2024-01-02
1290,2023-07-03,social,US,starter,1,2024-05-28
1291,2023-04-16,organic_search,FR,growth,1,2023-06-15
1292,2023-12-28,paid_search,CA,growth,1,2024-05-26
1293,2023-07-08,direct,UK,free,1,2023-09-06
1294,2023-08-08,paid_search,CA,growth,1,2024-04-04
1295,2024-02-09,paid_search,BR,free,1,2024-03-10
1296,2023-01-11,organic_search,IN,starter,1,2023-06-10
1297,2023-06-13,organic_search,CA,free,1,2023-09-11
1298,2023-06-22,paid_search,US,starter,1,2024-01-18
1299,2023-11-10,social,UK,free,1,2023-12-10
1300,2023-10-15,email_campaign,IN,free,1,2024-01-13
1301,2023-06-22,organic_search,IN,free,1,2023-07-22
1302,2023-11-06,paid_search,BR,free,1,2023-12-06
1303,2023-11-11,email_campaign,AU,starter,1,2024-06-08
1304,2024-01-26,paid_search,CA,free,1,2024-06-24
1305,2023-03-13,referral,AU,growth,1,2023-04-12
1306,2023-10-22,social,US,free,1,2023-12-21
1307,2023-05-25,social,US,free,1,2023-08-23
1308,2023-01-05,referral,IN,starter,1,2023-05-05
1309,2023-03-02,paid_search,US,growth,1,2023-04-01
1310,2024-03-20,organic_search,BR,starter,1,2024-04-19
1311,2023-01-16,email_campaign,DE,starter,1,2023-08-14
1312,2023-12-04,paid_search,US,starter,1,2024-05-02
1313,2023-02-15,organic_search,IN,enterprise,0,
1314,2023-07-10,social,US,free,1,2023-09-08
1315,2023-05-05,referral,DE,starter,1,2023-07-04
1316,2023-01-13,direct,US,free,1,2023-04-13
1317,2023-02-13,referral,UK,growth,1,2023-04-14
1318,2023-05-20,direct,UK,free,1,2023-07-19
1319,2023-12-07,organic_search,US,free,1,2024-01-06
1320,2023-06-29,organic_search,CA,free,1,2023-08-28
1321,2024-02-02,organic_search,US,starter,1,2024-06-01
1322,2024-01-17,paid_search,IN,starter,0,
1323,2023-01-16,organic_search,UK,enterprise,0,
1324,2023-04-07,paid_search,FR,growth,1,2024-02-01
1325,2023-01-20,referral,FR,starter,1,2023-05-20
1326,2023-08-23,paid_search,UK,starter,1,2023-11-21
1327,2023-01-21,paid_search,US,free,1,2023-02-20
1328,2023-10-03,direct,US,enterprise,0,
1329,2023-04-09,organic_search,UK,growth,1,2023-05-09
1330,2023-12-05,paid_search,US,free,1,2024-01-04
1331,2023-02-09,social,US,free,1,2023-03-11
1332,2023-02-11,paid_search,US,free,1,2023-06-11
1333,2023-07-19,referral,AU,free,1,2024-01-15
1334,2023-10-21,organic_search,UK,enterprise,0,
1335,2023-07-01,social,US,starter,1,2023-07-31
1336,2024-01-12,referral,DE,free,1,2024-05-11
1337,2023-05-10,direct,FR,free,1,2023-06-09
1338,2023-12-22,email_campaign,FR,growth,0,
1339,2023-01-22,referral,US,starter,1,2023-08-20
1340,2023-08-27,email_campaign,US,free,1,2023-10-26
1341,2024-01-16,paid_search,IN,free,1,2024-04-15
1342,2023-05-15,organic_search,UK,free,1,2023-07-14
1343,2023-04-25,organic_search,CA,growth,1,2024-04-19
1344,2023-05-24,organic_search,CA,enterprise,1,2023-12-20
1345,2024-02-25,paid_search,DE,free,1,2024-04-25
1346,2023-07-28,email_campaign,US,starter,1,2024-01-24
1347,2023-01-31,referral,AU,growth,1,2023-05-01
1348,2024-03-22,organic_search,US,free,1,2024-05-21
1349,2023-11-23,organic_search,US,growth,0,
1350,2023-08-26,paid_search,CA,starter,1,2023-09-25
1351,2023-10-17,organic_search,CA,free,1,2023-12-16
1352,2023-02-11,email_campaign,BR,enterprise,1,2024-01-07
1353,2024-03-23,direct,CA,free,1,2024-04-22
1354,2023-10-21,social,US,growth,1,2024-03-19
1355,2023-05-07,direct,BR,free,1,2023-08-05
1356,2023-08-17,email_campaign,US,free,1,2023-09-16
1357,2023-12-14,paid_search,UK,free,1,2024-01-13
1358,2023-06-11,organic_search,IN,starter,1,2023-11-08
1359,2023-08-08,social,BR,growth,1,2023-09-07
1360,2023-03-03,organic_search,DE,enterprise,1,2024-05-26
1361,2023-09-07,organic_search,UK,growth,1,2023-12-06
1362,2023-03-07,organic_search,IN,starter,1,2024-03-01
1363,2024-03-19,organic_search,IN,free,0,
1364,2023-12-14,organic_search,UK,free,1,2024-01-13
1365,2023-03-28,paid_search,UK,growth,1,2023-09-24
1366,2023-07-09,direct,US,starter,1,2023-11-06
1367,2024-01-22,organic_search,US,starter,0,
1368,2024-03-31,organic_search,US,growth,0,
1369,2023-10-22,organic_search,DE,free,1,2023-12-21
1370,2024-03-07,social,CA,starter,0,
1371,2023-03-13,social,US,free,1,2023-08-10
1372,2024-03-08,organic_search,FR,starter,1,2024-05-07
1373,2023-12-11,organic_search,IN,free,0,
1374,2023-08-01,organic_search,IN,starter,1,2023-12-29
1375,2023-04-14,referral,IN,starter,1,2023-05-14
1376,2023-09-17,organic_search,IN,free,1,2023-10-17
1377,2023-07-06,email_campaign,CA,free,1,2023-09-04
1378,2023-03-10,email_campaign,AU,free,1,2023-06-08
1379,2023-07-07,referral,CA,free,1,2023-08-06
1380,2023-04-02,organic_search,BR,free,1,2023-08-30
1381,2023-01-16,email_campaign,AU,free,1,2023-04-16
1382,2023-05-18,referral,UK,enterprise,1,2023-07-17
1383,2023-08-26,organic_search,AU,free,1,2023-10-25
1384,2024-01-28,organic_search,AU,free,1,2024-03-28
1385,2023-11-10,referral,US,free,1,2024-03-09
1386,2023-09-14,paid_search,DE,free,1,2024-02-11
1387,2023-08-29,email_campaign,AU,free,1,2023-11-27
1388,2023-01-18,organic_search,US,starter,1,2024-01-13
1389,2023-01-24,direct,IN,starter,1,2023-02-23
1390,2023-03-14,organic_search,US,enterprise,0,
1391,2023-07-10,email_campaign,US,free,1,2024-03-06
1392,2024-02-16,email_campaign,UK,starter,1,2024-03-17
1393,2024-02-03,paid_search,US,free,1,2024-04-03
1394,2023-12-14,paid_search,BR,free,1,2024-01-13
1395,2023-11-28,paid_search,US,growth,1,2023-12-28
1396,2024-03-27,organic_search,BR,starter,0,
1397,2023-09-15,email_campaign,US,growth,1,2023-10-15
1398,2023-08-20,organic_search,US,free,1,2023-09-19
1399,2023-07-15,paid_search,US,free,1,2023-12-12
1400,2024-02-05,referral,US,starter,1,2024-04-05
1401,2023-07-25,organic_search,UK,growth,1,2024-05-20
1402,2024-02-09,referral,BR,free,1,2024-03-10
1403,2024-01-12,organic_search,US,starter,1,2024-04-11
1404,2023-05-22,email_campaign,IN,starter,1,2023-06-21
1405,2023-03-31,paid_search,IN,free,1,2023-04-30
1406,2023-03-23,organic_search,US,enterprise,1,2023-05-22
1407,2023-12-22,organic_search,BR,growth,0,
1408,2023-11-08,email_campaign,IN,free,1,2024-01-07
1409,2024-03-16,social,UK,starter,1,2024-05-15
1410,2024-01-31,paid_search,US,free,1,2024-03-01
1411,2024-03-19,organic_search,IN,free,0,
1412,2023-07-14,paid_search,DE,enterprise,0,
1413,2023-03-24,paid_search,IN,growth,1,2023-08-21
1414,2023-12-28,paid_search,US,enterprise,0,
1415,2023-09-28,referral,UK,enterprise,1,2024-02-25
1416,2023-11-08,paid_search,US,free,1,2024-05-06
1417,2023-02-15,organic_search,BR,free,1,2023-04-16
1418,2023-12-08,direct,IN,free,1,2024-01-07
1419,2023-01-21,paid_search,US,free,1,2023-02-20
1420,2023-07-22,social,US,free,1,2023-09-20
1421,2023-07-06,email_campaign,BR,free,1,2023-09-04
1422,2023-04-22,organic_search,AU,starter,1,2023-07-21
1423,2023-10-25,organic_search,CA,free,1,2023-11-24
1424,2023-11-10,email_campaign,US,free,1,2023-12-10
1425,2023-08-22,direct,CA,free,1,2024-01-19
1426,2023-06-26,referral,IN,starter,0,
1427,2023-06-20,social,IN,growth,1,2023-11-17
1428,2023-06-04,email_campaign,US,free,1,2023-11-01
1429,2024-03-13,paid_search,AU,free,1,2024-04-12
1430,2024-02-04,organic_search,FR,growth,1,2024-06-03
1431,2024-03-03,organic_search,AU,starter,0,
1432,2023-03-13,organic_search,FR,growth,1,2023-04-12
1433,2024-03-05,organic_search,DE,free,1,2024-04-04
1434,2023-07-21,organic_search,BR,free,1,2023-10-19
1435,2023-06-01,referral,CA,free,1,2023-07-31
1436,2023-05-19,email_campaign,CA,free,1,2023-07-18
1437,2023-11-04,paid_search,IN,free,1,2023-12-04
1438,2023-12-16,organic_search,FR,free,1,2024-03-15
1439,2023-03-23,referral,UK,free,1,2023-04-22
1440,2023-11-05,paid_search,BR,free,1,2023-12-05
1441,2023-10-23,organic_search,FR,growth,1,2024-06-19
1442,2023-10-05,referral,US,starter,1,2023-12-04
1443,2024-03-12,paid_search,IN,free,1,2024-05-11
1444,2023-07-14,organic_search,UK,starter,1,2024-03-10
1445,2023-11-09,organic_search,US,growth,1,2024-01-08
1446,2023-07-10,social,IN,growth,1,2023-10-08
1447,2023-11-26,referral,UK,starter,1,2024-02-24
1448,2023-04-26,referral,UK,free,1,2023-05-26
1449,2023-08-11,social,AU,growth,1,2024-05-07
1450,2023-10-09,organic_search,AU,free,1,2024-01-07
1451,2023-02-05,referral,US,free,1,2023-05-06
1452,2023-06-28,organic_search,UK,free,1,2023-08-27
1453,2023-10-04,referral,US,free,1,2024-01-02
1454,2023-12-19,email_campaign,US,free,1,2024-02-17
1455,2024-02-11,direct,UK,enterprise,1,2024-05-11
1456,2023-05-16,organic_search,US,free,1,2023-06-15
1457,2023-06-01,social,US,free,1,2023-08-30
1458,2023-11-10,organic_search,UK,growth,1,2024-02-08
1459,2024-02-15,referral,CA,free,1,2024-03-16
1460,2023-03-09,social,BR,free,1,2023-06-07
1461,2023-12-10,referral,CA,enterprise,0,
1462,2023-04-30,email_campaign,US,free,1,2023-06-29
1463,2023-10-13,organic_search,CA,free,1,2024-01-11
1464,2023-10-01,paid_search,FR,growth,1,2023-11-30
1465,2023-06-25,referral,DE,free,1,2023-10-23
1466,2023-10-28,referral,DE,free,1,2023-12-27
1467,2023-06-27,social,AU,free,1,2023-09-25
1468,2023-05-13,organic_search,US,growth,1,2023-06-12
1469,2023-07-20,organic_search,US,free,1,2023-09-18
1470,2024-02-04,organic_search,US,growth,1,2024-05-04
1471,2024-01-13,referral,DE,enterprise,1,2024-02-12
1472,2023-08-31,paid_search,AU,starter,1,2024-03-28
1473,2023-06-03,social,CA,free,1,2023-07-03
1474,2023-10-21,direct,US,free,1,2023-11-20
1475,2023-11-30,referral,US,free,1,2024-01-29
1476,2023-11-25,paid_search,US,free,1,2023-12-25
1477,2023-02-05,paid_search,US,growth,1,2023-05-06
1478,2024-03-27,organic_search,CA,growth,1,2024-05-26
1479,2023-08-08,paid_search,US,free,1,2023-09-07
1480,2023-08-09,paid_search,US,free,1,2024-05-05
1481,2023-02-10,direct,UK,free,1,2023-05-11
1482,2023-01-31,email_campaign,DE,free,1,2023-03-02
1483,2023-12-04,referral,BR,free,1,2024-02-02
1484,2023-08-06,referral,DE,growth,0,
1485,2024-03-13,direct,BR,growth,1,2024-05-12
1486,2023-12-17,email_campaign,UK,free,1,2024-03-16
1487,2023-07-23,direct,US,growth,1,2024-03-19
1488,2023-11-15,referral,UK,growth,0,
1489,2023-09-08,organic_search,BR,starter,1,2024-01-06
1490,2023-07-24,organic_search,US,growth,1,2024-01-20
1491,2023-12-24,direct,IN,free,1,2024-01-23
1492,2024-01-05,paid_search,AU,free,1,2024-02-04
1493,2023-03-26,referral,US,free,1,2023-04-25
1494,2023-12-26,paid_search,US,free,1,2024-02-24
1495,2023-09-01,paid_search,US,free,1,2023-12-30
1496,2023-09-04,social,US,free,1,2023-11-03
1497,2024-02-06,organic_search,AU,free,1,2024-06-05
1498,2023-07-25,email_campaign,AU,free,1,2023-10-23
1499,2023-06-27,direct,DE,starter,1,2023-08-26
1500,2023-01-04,organic_search,BR,free,1,2023-04-04
1501,2023-02-06,organic_search,CA,starter,1,2023-03-08
1502,2023-07-06,organic_search,FR,free,1,2023-08-05
1503,2023-06-22,email_campaign,DE,free,1,2024-02-17
1504,2023-12-05,direct,FR,free,1,2024-02-03
1505,2023-06-11,organic_search,US,enterprise,1,2024-05-06
1506,2023-03-22,referral,DE,growth,1,2023-09-18
1507,2023-09-29,organic_search,IN,free,1,2023-10-29
1508,2024-03-15,paid_search,UK,growth,1,2024-06-13
1509,2024-02-12,paid_search,US,free,0,
1510,2023-08-29,referral,UK,free,1,2023-09-28
1511,2023-05-27,email_campaign,US,free,1,2023-06-26
1512,2024-02-14,paid_search,CA,free,1,2024-03-15
1513,2023-04-26,email_campaign,CA,free,1,2023-05-26
1514,2024-03-16,direct,UK,growth,0,
1515,2024-01-31,paid_search,CA,free,1,2024-03-01
1516,2023-01-28,organic_search,DE,free,1,2023-02-27
1517,2024-01-16,paid_search,IN,enterprise,0,
1518,2023-07-16,paid_search,CA,starter,1,2024-01-12
1519,2023-03-15,referral,UK,growth,1,2023-05-14
1520,2023-11-18,referral,US,starter,1,2024-02-16
1521,2023-12-24,organic_search,AU,starter,1,2024-01-23
1522,2024-02-09,paid_search,FR,free,1,2024-04-09
1523,2023-10-22,direct,US,free,1,2023-11-21
1524,2023-05-31,organic_search,US,free,1,2023-07-30
1525,2024-02-15,organic_search,BR,enterprise,0,
1526,2023-07-18,organic_search,US,free,1,2023-09-16
1527,2023-02-17,paid_search,UK,free,1,2023-03-19
1528,2023-01-19,referral,CA,starter,1,2023-04-19
1529,2024-02-16,organic_search,US,growth,0,
1530,2023-05-30,organic_search,BR,growth,0,
1531,2023-01-28,organic_search,UK,free,1,2023-06-27
1532,2023-10-21,referral,US,enterprise,1,2023-11-20
1533,2023-06-23,organic_search,DE,free,1,2024-02-18
1534,2023-04-12,paid_search,US,free,1,2023-06-11
1535,2023-04-09,paid_search,US,free,1,2023-06-08
1536,2024-02-25,paid_search,IN,starter,1,2024-04-25
1537,2023-11-02,organic_search,US,starter,1,2024-05-30
1538,2023-01-06,organic_search,AU,free,1,2023-02-05
1539,2023-09-17,paid_search,DE,free,1,2024-01-15
1540,2023-12-28,organic_search,US,growth,0,
1541,2023-12-30,referral,US,starter,1,2024-02-28
1542,2023-02-08,referral,CA,free,1,2023-04-09
1543,2023-06-26,organic_search,CA,growth,1,2023-08-25
1544,2023-05-14,paid_search,UK,growth,0,
1545,2023-02-16,email_campaign,US,starter,1,2023-04-17
1546,2023-01-08,social,US,free,1,2023-03-09
1547,2024-02-11,referral,US,starter,0,
1548,2023-08-26,organic_search,US,free,1,2023-12-24
1549,2023-12-13,email_campaign,US,free,1,2024-01-12
1550,2023-10-16,email_campaign,US,growth,1,2023-12-15
1551,2023-02-01,email_campaign,AU,free,1,2023-05-02
1552,2023-10-27,email_campaign,CA,enterprise,1,2023-11-26
1553,2023-04-05,email_campaign,US,growth,0,
1554,2023-01-10,organic_search,US,free,1,2023-03-11
1555,2024-02-13,paid_search,UK,free,0,
1556,2023-03-16,email_campaign,US,free,1,2023-04-15
1557,2023-09-08,organic_search,DE,free,1,2023-10-08
1558,2023-03-02,organic_search,DE,growth,1,2023-04-01
1559,2024-01-27,email_campaign,AU,free,1,2024-04-26
1560,2023-10-15,organic_search,US,growth,1,2024-03-13
1561,2023-06-15,direct,US,growth,0,
1562,2023-05-21,referral,US,enterprise,1,2024-04-15
1563,2023-01-10,paid_search,UK,free,1,2023-04-10
1564,2023-10-27,organic_search,IN,starter,0,
1565,2023-06-08,organic_search,FR,growth,1,2023-10-06
1566,2023-01-22,social,US,free,1,2023-03-23
1567,2024-03-14,email_campaign,UK,growth,1,2024-04-13
1568,2024-02-19,paid_search,US,free,1,2024-06-18
1569,2023-09-16,referral,IN,starter,1,2024-01-14
1570,2024-03-24,paid_search,CA,growth,0,
1571,2023-01-28,organic_search,UK,free,1,2023-02-27
1572,2023-11-22,referral,FR,free,1,2024-01-21
1573,2024-02-13,email_campaign,FR,enterprise,1,2024-05-13
1574,2023-08-10,organic_search,IN,free,1,2023-10-09
1575,2023-02-23,organic_search,AU,starter,1,2023-03-25
1576,2023-11-14,paid_search,UK,starter,1,2024-02-12
1577,2023-07-17,direct,IN,free,1,2023-08-16
1578,2024-01-22,organic_search,UK,free,1,2024-05-21
1579,2023-03-10,organic_search,FR,starter,1,2023-05-09
1580,2024-01-07,referral,US,growth,0,
1581,2023-11-19,social,DE,enterprise,0,
1582,2024-01-01,organic_search,UK,growth,0,
1583,2023-07-13,organic_search,IN,free,1,2023-08-12
1584,2024-03-23,organic_search,US,free,1,2024-04-22
1585,2024-02-22,social,US,free,1,2024-03-23
1586,2023-07-03,email_campaign,US,starter,1,2024-03-29
1587,2024-03-19,referral,US,free,1,2024-05-18
1588,2023-02-25,organic_search,DE,starter,1,2023-04-26
1589,2023-04-16,organic_search,DE,free,1,2023-06-15
1590,2023-10-16,paid_search,IN,starter,1,2024-04-13
1591,2023-01-15,referral,BR,starter,1,2023-04-15
1592,2023-07-02,social,US,starter,1,2023-12-29
1593,2023-07-19,paid_search,DE,enterprise,0,
1594,2023-04-27,social,US,growth,1,2023-11-23
1595,2024-01-11,organic_search,FR,growth,1,2024-05-10
1596,2023-07-01,organic_search,FR,free,1,2023-09-29
1597,2023-05-19,organic_search,US,starter,1,2023-06-18
1598,2023-10-17,social,CA,free,1,2023-11-16
1599,2023-05-05,referral,IN,free,1,2023-06-04
1600,2024-01-02,email_campaign,US,growth,1,2024-04-01
1601,2023-12-18,direct,US,free,1,2024-01-17
1602,2023-04-08,paid_search,IN,free,1,2023-07-07
1603,2023-03-04,organic_search,DE,growth,1,2024-01-28
1604,2023-02-17,organic_search,DE,free,1,2023-04-18
1605,2023-09-06,paid_search,US,free,1,2023-10-06
1606,2023-02-26,email_campaign,US,enterprise,1,2023-04-27
1607,2023-07-30,referral,CA,starter,1,2023-08-29
1608,2023-07-22,referral,IN,free,1,2023-08-21
1609,2023-02-17,paid_search,CA,enterprise,0,
1610,2023-02-02,organic_search,AU,free,1,2023-03-04
1611,2023-02-23,email_campaign,CA,growth,1,2023-04-24
1612,2024-01-22,paid_search,CA,starter,1,2024-04-21
1613,2023-11-03,organic_search,IN,free,1,2023-12-03
1614,2024-01-01,referral,BR,starter,0,
1615,2023-07-15,paid_search,FR,free,1,2023-10-13
1616,2024-02-02,direct,BR,enterprise,0,
1617,2023-01-29,social,AU,free,1,2023-04-29
1618,2023-10-15,direct,US,starter,1,2023-11-14
1619,2023-05-15,referral,US,enterprise,0,
1620,2024-03-25,referral,IN,free,1,2024-06-23
1621,2023-07-24,organic_search,AU,free,1,2023-11-21
1622,2023-08-20,organic_search,BR,starter,1,2023-09-19
1623,2023-06-24,organic_search,UK,free,1,2023-07-24
1624,2023-02-19,organic_search,US,growth,0,
1625,2023-01-16,paid_search,CA,growth,1,2023-06-15
1626,2023-03-26,organic_search,DE,free,1,2023-05-25
1627,2023-02-03,paid_search,US,free,1,2023-03-05
1628,2023-07-25,organic_search,AU,free,1,2023-08-24
1629,2024-03-30,direct,US,starter,0,
1630,2023-09-24,organic_search,FR,free,1,2023-10-24
1631,2024-02-23,email_campaign,AU,starter,1,2024-03-24
1632,2023-03-19,paid_search,US,free,1,2023-05-18
1633,2023-08-14,email_campaign,CA,free,1,2023-10-13
1634,2023-02-06,direct,DE,enterprise,0,
1635,2024-03-29,social,CA,enterprise,0,
1636,2023-05-18,referral,CA,free,1,2023-06-17
1637,2023-10-07,direct,US,free,1,2024-03-05
1638,2023-10-12,direct,CA,enterprise,0,
1639,2023-08-25,organic_search,BR,starter,1,2023-12-23
1640,2024-03-30,organic_search,IN,enterprise,0,
1641,2023-01-30,direct,AU,free,1,2023-04-30
1642,2023-06-12,organic_search,AU,free,1,2023-09-10
1643,2024-01-30,organic_search,IN,free,1,2024-02-29
1644,2023-06-22,direct,UK,growth,1,2024-02-17
1645,2023-07-22,organic_search,IN,growth,1,2023-10-20
1646,2023-08-07,organic_search,US,free,1,2023-09-06
1647,2024-01-09,organic_search,US,free,1,2024-02-08
1648,2023-06-13,social,CA,growth,1,2024-06-07
1649,2024-02-17,paid_search,US,enterprise,0,
1650,2023-06-03,paid_search,CA,free,1,2023-07-03
1651,2023-08-31,direct,IN,growth,1,2023-11-29
1652,2023-03-22,email_campaign,DE,free,1,2023-05-21
1653,2023-04-20,email_campaign,US,free,1,2023-05-20
1654,2023-01-22,referral,CA,starter,1,2023-08-20
1655,2023-08-05,organic_search,CA,free,1,2023-09-04
1656,2023-01-19,referral,US,free,1,2023-08-17
1657,2023-01-13,organic_search,DE,free,1,2023-08-11
1658,2023-01-29,social,US,growth,1,2024-04-23
1659,2024-01-20,organic_search,AU,starter,1,2024-02-19
1660,2023-04-29,paid_search,CA,free,1,2023-06-28
1661,2023-07-10,email_campaign,CA,starter,1,2023-08-09
1662,2023-04-28,social,US,free,1,2023-06-27
1663,2024-01-25,social,AU,free,1,2024-06-23
1664,2024-02-18,organic_search,BR,free,1,2024-05-18
1665,2023-03-16,email_campaign,US,free,1,2023-04-15
1666,2023-05-05,social,AU,growth,0,
1667,2024-01-18,email_campaign,UK,starter,1,2024-05-17
1668,2023-11-05,email_campaign,US,free,1,2023-12-05
1669,2023-05-03,organic_search,US,growth,1,2024-03-28
1670,2023-01-04,organic_search,US,free,1,2023-04-04
1671,2024-01-25,organic_search,CA,free,1,2024-03-25
1672,2024-03-02,paid_search,UK,free,1,2024-04-01
1673,2023-11-17,organic_search,FR,free,1,2023-12-17
1674,2023-03-22,direct,US,starter,1,2023-08-19
1675,2023-08-03,social,US,growth,1,2023-12-01
1676,2023-06-23,paid_search,US,growth,0,
1677,2023-03-21,organic_search,CA,free,1,2023-05-20
1678,2023-11-08,referral,CA,free,1,2023-12-08
1679,2023-07-19,organic_search,DE,free,1,2023-09-17
